ContractID,RenewalDate,NewRateVersionID,WellnessDiscountPct,FinalPremium
53294,2024-06-21,4,0.00,1064.80
53294,2025-06-21,5,0.00,1064.80
53294,2026-06-21,6,0.00,1064.80
12624,2023-02-10,3,0.00,541.09
12624,2024-02-10,4,0.00,541.09
12624,2025-02-10,5,0.00,541.09
12624,2026-02-10,6,4.54,516.53
28676,2022-01-08,2,0.00,984.03
28676,2023-01-08,3,0.00,984.03
28676,2024-01-08,4,0.00,984.03
28676,2025-01-08,5,0.00,984.03
28676,2026-01-08,6,0.00,984.03
49315,2026-01-05,6,10.17,752.96
14585,2025-05-18,5,0.00,2621.52
14585,2026-05-18,6,0.00,2621.52
13755,2025-01-21,5,0.00,941.40
13755,2026-01-21,6,9.38,853.10
829,2022-07-30,2,0.00,1163.15
829,2023-07-30,3,0.00,1163.15
829,2024-07-30,4,0.00,1163.15
829,2025-07-30,5,0.00,1163.15
11265,2025-09-01,5,0.00,1033.19
59287,2025-07-11,5,0.00,1049.95
45882,2025-12-03,5,0.00,1760.72
14130,2022-10-23,2,0.00,1788.07
14130,2023-10-23,3,0.00,1788.07
14130,2024-10-23,4,0.00,1788.07
14130,2025-10-23,5,0.00,1788.07
25844,2026-04-02,6,0.00,1721.00
6173,2023-07-12,3,0.00,1041.60
6173,2024-07-12,4,0.00,1041.60
6173,2025-07-12,5,0.00,1041.60
42881,2025-10-20,5,0.00,1527.02
33251,2023-11-08,3,0.00,1022.94
33251,2024-11-08,4,0.00,1022.94
33251,2025-11-08,5,0.00,1022.94
54726,2022-07-28,2,0.00,1330.97
54726,2023-07-28,3,0.00,1330.97
54726,2024-07-28,4,0.00,1330.97
54726,2025-07-28,5,0.00,1330.97
45044,2022-08-16,2,0.00,800.51
45044,2023-08-16,3,0.00,800.51
45044,2024-08-16,4,0.00,800.51
45044,2025-08-16,5,0.00,800.51
53968,2024-03-17,4,0.00,567.86
53968,2025-03-17,5,0.00,567.86
53968,2026-03-17,6,0.00,567.86
27415,2023-04-28,3,0.00,721.51
27415,2024-04-28,4,0.00,721.51
27415,2025-04-28,5,0.00,721.51
27415,2026-04-28,6,0.00,721.51
33776,2026-02-16,6,0.00,1023.82
2256,2022-11-08,2,0.00,1218.29
2256,2023-11-08,3,0.00,1218.29
2256,2024-11-08,4,0.00,1218.29
2256,2025-11-08,5,0.00,1218.29
24914,2026-03-15,6,0.00,1595.44
44654,2023-04-21,3,0.00,1530.54
44654,2024-04-21,4,0.00,1530.54
44654,2025-04-21,5,0.00,1530.54
44654,2026-04-21,6,0.00,1530.54
4690,2024-01-16,4,0.00,2051.81
4690,2025-01-16,5,0.00,2051.81
4690,2026-01-16,6,0.00,2051.81
53177,2022-10-12,2,0.00,701.21
53177,2023-10-12,3,0.00,701.21
53177,2024-10-12,4,0.00,701.21
53177,2025-10-12,5,0.00,701.21
14899,2024-12-27,4,0.00,660.60
14899,2025-12-27,5,0.00,660.60
35046,2025-10-15,5,0.00,933.09
31311,2026-03-06,6,0.00,2186.26
1283,2023-01-27,3,0.00,1965.49
1283,2024-01-27,4,0.00,1965.49
1283,2025-01-27,5,0.00,1965.49
1283,2026-01-27,6,0.00,1965.49
28795,2026-06-27,6,0.00,1662.86
3842,2025-03-22,5,0.00,794.66
3842,2026-03-22,6,0.00,794.66
27743,2025-10-27,5,0.00,1192.26
19045,2022-07-30,2,0.00,2252.46
19045,2023-07-30,3,0.00,2252.46
19045,2024-07-30,4,0.00,2252.46
19045,2025-07-30,5,0.00,2252.46
3861,2025-08-18,5,0.00,1246.00
38513,2026-03-04,6,0.00,1893.10
22872,2025-11-07,5,0.00,1733.53
46279,2025-02-03,5,0.00,1024.89
46279,2026-02-03,6,0.00,1024.89
22595,2024-08-20,4,0.00,1621.29
22595,2025-08-20,5,0.00,1621.29
49752,2026-05-09,6,0.00,2184.35
19011,2026-04-03,6,0.00,1732.49
59879,2025-04-13,5,0.00,2255.29
59879,2026-04-13,6,0.00,2255.29
2394,2024-12-19,4,0.00,1323.42
2394,2025-12-19,5,0.00,1323.42
6278,2023-04-26,3,0.00,830.73
6278,2024-04-26,4,0.00,830.73
6278,2025-04-26,5,0.00,830.73
6278,2026-04-26,6,15.00,706.12
17913,2026-01-04,6,0.00,841.41
51428,2024-06-03,4,0.00,1355.88
51428,2025-06-03,5,0.00,1355.88
51428,2026-06-03,6,0.00,1355.88
15704,2025-05-23,5,0.00,1111.58
15704,2026-05-23,6,11.13,987.86
25433,2022-11-28,2,0.00,539.47
25433,2023-11-28,3,0.00,539.47
25433,2024-11-28,4,0.00,539.47
25433,2025-11-28,5,0.00,539.47
40739,2024-09-16,4,0.00,2349.40
40739,2025-09-16,5,0.00,2349.40
51269,2025-08-16,5,0.00,796.70
53397,2022-07-14,2,0.00,873.97
53397,2023-07-14,3,0.00,873.97
53397,2024-07-14,4,0.00,873.97
53397,2025-07-14,5,15.00,742.87
58143,2025-07-16,5,0.00,1726.06
35349,2024-02-04,4,0.00,1380.49
35349,2025-02-04,5,0.00,1380.49
35349,2026-02-04,6,0.00,1380.49
26037,2026-05-03,6,0.00,1036.47
12807,2026-06-21,6,8.06,1213.94
32655,2023-11-23,3,0.00,1801.54
32655,2024-11-23,4,0.00,1801.54
32655,2025-11-23,5,0.00,1801.54
24002,2023-06-25,3,0.00,1748.20
24002,2024-06-25,4,0.00,1748.20
24002,2025-06-25,5,0.00,1748.20
24002,2026-06-25,6,0.00,1748.20
2986,2023-02-21,3,0.00,818.73
2986,2024-02-21,4,0.00,818.73
2986,2025-02-21,5,0.00,818.73
2986,2026-02-21,6,0.00,818.73
11185,2023-06-11,3,0.00,1086.41
11185,2024-06-11,4,0.00,1086.41
11185,2025-06-11,5,15.00,923.44
11185,2026-06-11,6,15.00,923.44
54411,2023-08-24,3,0.00,811.36
54411,2024-08-24,4,0.00,811.36
54411,2025-08-24,5,0.00,811.36
56433,2024-05-03,4,0.00,1525.28
56433,2025-05-03,5,0.00,1525.28
56433,2026-05-03,6,0.00,1525.28
9266,2024-02-22,4,0.00,921.73
9266,2025-02-22,5,0.00,921.73
9266,2026-02-22,6,0.00,921.73
49230,2025-07-01,5,0.00,1674.21
49230,2026-07-01,6,0.00,1674.21
17576,2026-05-19,6,0.00,2153.94
52881,2024-09-17,4,0.00,1030.74
52881,2025-09-17,5,0.00,1030.74
40542,2023-07-22,3,0.00,903.84
40542,2024-07-22,4,0.00,903.84
40542,2025-07-22,5,0.00,903.84
12730,2025-11-15,5,0.00,1347.98
37814,2025-03-13,5,0.00,1451.78
37814,2026-03-13,6,12.96,1263.63
962,2025-08-16,5,0.00,570.28
33681,2023-08-10,3,0.00,1688.17
33681,2024-08-10,4,0.00,1688.17
33681,2025-08-10,5,0.00,1688.17
58340,2022-02-24,2,0.00,1091.84
58340,2023-02-24,3,0.00,1091.84
58340,2024-02-24,4,0.00,1091.84
58340,2025-02-24,5,0.00,1091.84
58340,2026-02-24,6,7.05,1014.87
47133,2025-09-08,5,0.00,1337.90
20081,2023-01-09,3,0.00,1020.50
20081,2024-01-09,4,0.00,1020.50
20081,2025-01-09,5,0.00,1020.50
20081,2026-01-09,6,0.00,1020.50
31424,2024-12-29,4,0.00,732.88
31424,2025-12-29,5,10.50,655.93
8980,2024-01-30,4,0.00,1063.95
8980,2025-01-30,5,0.00,1063.95
8980,2026-01-30,6,0.00,1063.95
36326,2024-07-04,4,0.00,629.62
36326,2025-07-04,5,0.00,629.62
7593,2025-07-16,5,0.00,953.63
40005,2025-07-01,5,0.00,863.07
40005,2026-07-01,6,0.00,863.07
1017,2022-11-09,2,0.00,1730.15
1017,2023-11-09,3,0.00,1730.15
1017,2024-11-09,4,0.00,1730.15
1017,2025-11-09,5,0.00,1730.15
6662,2026-02-23,6,0.00,985.03
43895,2024-11-01,4,0.00,633.93
43895,2025-11-01,5,0.00,633.93
16052,2025-12-30,5,0.00,542.28
29630,2022-02-13,2,0.00,2023.52
29630,2023-02-13,3,0.00,2023.52
29630,2024-02-13,4,0.00,2023.52
29630,2025-02-13,5,0.00,2023.52
29630,2026-02-13,6,0.00,2023.52
55255,2025-02-11,5,0.00,1302.10
55255,2026-02-11,6,0.00,1302.10
21984,2026-03-10,6,0.00,589.21
4506,2022-04-05,2,0.00,652.34
4506,2023-04-05,3,0.00,652.34
4506,2024-04-05,4,0.00,652.34
4506,2025-04-05,5,0.00,652.34
4506,2026-04-05,6,0.00,652.34
37027,2023-02-08,3,0.00,736.60
37027,2024-02-08,4,0.00,736.60
37027,2025-02-08,5,0.00,736.60
37027,2026-02-08,6,0.00,736.60
40857,2023-10-29,3,0.00,633.56
40857,2024-10-29,4,0.00,633.56
40857,2025-10-29,5,0.00,633.56
18726,2025-03-24,5,0.00,730.91
18726,2026-03-24,6,11.20,649.05
55697,2023-08-15,3,0.00,3047.86
55697,2024-08-15,4,0.00,3047.86
55697,2025-08-15,5,0.00,3047.86
25727,2025-03-14,5,0.00,1612.30
25727,2026-03-14,6,0.00,1612.30
38275,2025-05-23,5,0.00,1092.34
38275,2026-05-23,6,0.00,1092.34
45126,2023-07-22,3,0.00,1010.50
45126,2024-07-22,4,0.00,1010.50
45126,2025-07-22,5,0.00,1010.50
23706,2026-06-24,6,0.00,602.24
30338,2024-11-27,4,0.00,628.37
30338,2025-11-27,5,0.00,628.37
57843,2024-03-25,4,0.00,827.40
57843,2025-03-25,5,0.00,827.40
57843,2026-03-25,6,9.70,747.14
21647,2026-06-13,6,0.00,677.92
10269,2024-12-05,4,0.00,685.56
10269,2025-12-05,5,0.00,685.56
40819,2025-05-13,5,0.00,1118.05
40819,2026-05-13,6,0.00,1118.05
57552,2025-11-16,5,0.00,895.76
42305,2026-01-21,6,0.00,871.68
33580,2025-09-14,5,0.00,1303.23
31218,2024-04-16,4,0.00,1399.59
31218,2025-04-16,5,0.00,1399.59
31218,2026-04-16,6,0.00,1399.59
42927,2025-11-05,5,0.00,1147.15
45512,2025-04-25,5,0.00,636.68
45512,2026-04-25,6,0.00,636.68
918,2025-03-02,5,0.00,2006.07
918,2026-03-02,6,0.00,2006.07
18775,2023-11-24,3,0.00,1902.17
18775,2024-11-24,4,0.00,1902.17
18775,2025-11-24,5,15.00,1616.85
43934,2023-10-25,3,0.00,1100.83
43934,2024-10-25,4,0.00,1100.83
43934,2025-10-25,5,0.00,1100.83
38788,2026-05-20,6,0.00,659.24
52136,2022-12-08,2,0.00,767.05
52136,2023-12-08,3,0.00,767.05
52136,2024-12-08,4,0.00,767.05
52136,2025-12-08,5,0.00,767.05
28815,2023-11-01,3,0.00,752.72
28815,2024-11-01,4,0.00,752.72
28815,2025-11-01,5,0.00,752.72
49732,2024-08-19,4,0.00,1644.79
49732,2025-08-19,5,0.00,1644.79
16774,2022-10-12,2,0.00,721.47
16774,2023-10-12,3,0.00,721.47
16774,2024-10-12,4,0.00,721.47
16774,2025-10-12,5,0.00,721.47
10171,2025-08-17,5,0.00,1811.03
51078,2026-03-12,6,0.00,1296.27
2375,2023-01-31,3,0.00,2329.74
2375,2024-01-31,4,0.00,2329.74
2375,2025-01-31,5,0.00,2329.74
2375,2026-01-31,6,0.00,2329.74
24077,2026-03-13,6,0.00,1344.35
52769,2025-07-06,5,0.00,773.56
29024,2025-06-13,5,0.00,743.59
29024,2026-06-13,6,11.86,655.40
5102,2024-08-01,4,0.00,868.08
5102,2025-08-01,5,0.00,868.08
7791,2025-02-27,5,0.00,1219.28
7791,2026-02-27,6,0.00,1219.28
31731,2023-08-08,3,0.00,1678.87
31731,2024-08-08,4,0.00,1678.87
31731,2025-08-08,5,0.00,1678.87
12514,2025-08-08,5,0.00,869.15
1188,2025-05-08,5,0.00,1095.20
1188,2026-05-08,6,0.00,1095.20
22674,2026-01-15,6,0.00,1949.91
43359,2026-01-31,6,0.00,1674.23
29048,2024-09-30,4,0.00,1424.06
29048,2025-09-30,5,0.00,1424.06
11868,2024-12-29,4,0.00,846.97
11868,2025-12-29,5,0.00,846.97
9242,2024-07-19,4,0.00,982.11
9242,2025-07-19,5,0.00,982.11
56212,2024-08-11,4,0.00,1770.50
56212,2025-08-11,5,0.00,1770.50
32973,2026-06-13,6,0.00,1575.55
34724,2026-05-18,6,0.00,835.03
3045,2024-08-31,4,0.00,1970.39
3045,2025-08-31,5,6.71,1838.18
20749,2025-12-15,5,0.00,1359.11
39031,2026-03-18,6,0.00,2787.43
43407,2022-08-26,2,0.00,1505.26
43407,2023-08-26,3,0.00,1505.26
43407,2024-08-26,4,0.00,1505.26
43407,2025-08-26,5,0.00,1505.26
27740,2023-12-14,3,0.00,953.96
27740,2024-12-14,4,0.00,953.96
27740,2025-12-14,5,14.34,817.16
1297,2026-06-12,6,0.00,2574.20
45737,2026-05-10,6,0.00,1196.06
48704,2023-11-12,3,0.00,1041.50
48704,2024-11-12,4,0.00,1041.50
48704,2025-11-12,5,0.00,1041.50
48790,2025-11-17,5,0.00,937.17
44812,2024-09-10,4,0.00,2247.36
44812,2025-09-10,5,0.00,2247.36
16451,2025-11-13,5,0.00,1084.67
52089,2024-11-17,4,0.00,587.46
52089,2025-11-17,5,0.00,587.46
16512,2023-04-29,3,0.00,2812.71
16512,2024-04-29,4,0.00,2812.71
16512,2025-04-29,5,0.00,2812.71
16512,2026-04-29,6,0.00,2812.71
51149,2023-05-11,3,0.00,1114.07
51149,2024-05-11,4,0.00,1114.07
51149,2025-05-11,5,0.00,1114.07
51149,2026-05-11,6,11.36,987.51
23968,2025-11-28,5,0.00,1068.23
4886,2024-07-31,4,0.00,935.92
4886,2025-07-31,5,0.00,935.92
5921,2024-11-27,4,0.00,1403.90
5921,2025-11-27,5,0.00,1403.90
47983,2023-09-14,3,0.00,1974.70
47983,2024-09-14,4,0.00,1974.70
47983,2025-09-14,5,0.00,1974.70
10946,2025-11-16,5,0.00,821.41
42671,2024-12-28,4,0.00,2169.19
42671,2025-12-28,5,0.00,2169.19
4133,2022-03-21,2,0.00,744.15
4133,2023-03-21,3,0.00,744.15
4133,2024-03-21,4,0.00,744.15
4133,2025-03-21,5,0.00,744.15
4133,2026-03-21,6,8.20,683.13
28556,2025-03-02,5,0.00,692.56
28556,2026-03-02,6,0.00,692.56
593,2025-02-08,5,0.00,812.72
593,2026-02-08,6,9.99,731.53
56247,2024-04-16,4,0.00,824.03
56247,2025-04-16,5,0.00,824.03
56247,2026-04-16,6,12.49,721.11
56491,2026-05-21,6,0.00,1160.62
11843,2023-12-27,3,0.00,1276.11
11843,2024-12-27,4,0.00,1276.11
11843,2025-12-27,5,0.00,1276.11
54029,2024-08-27,4,0.00,1087.53
54029,2025-08-27,5,0.00,1087.53
49133,2025-08-27,5,0.00,800.46
42967,2026-01-16,6,0.00,1046.42
12694,2023-02-28,3,0.00,820.60
12694,2024-02-28,4,0.00,820.60
12694,2025-02-28,5,0.00,820.60
12694,2026-02-28,6,0.00,820.60
51767,2023-08-25,3,0.00,3038.41
51767,2024-08-25,4,0.00,3038.41
51767,2025-08-25,5,0.00,3038.41
58478,2023-10-07,3,0.00,1088.50
58478,2024-10-07,4,0.00,1088.50
58478,2025-10-07,5,0.00,1088.50
2273,2024-10-07,4,0.00,2994.44
2273,2025-10-07,5,0.00,2994.44
47211,2023-03-23,3,0.00,929.25
47211,2024-03-23,4,0.00,929.25
47211,2025-03-23,5,0.00,929.25
47211,2026-03-23,6,12.80,810.30
20869,2024-06-06,4,0.00,1716.87
20869,2025-06-06,5,0.00,1716.87
20869,2026-06-06,6,9.09,1560.80
29337,2024-07-27,4,0.00,668.26
29337,2025-07-27,5,0.00,668.26
29353,2023-07-07,3,0.00,2226.82
29353,2024-07-07,4,0.00,2226.82
29353,2025-07-07,5,0.00,2226.82
13047,2023-08-05,3,0.00,2959.52
13047,2024-08-05,4,0.00,2959.52
13047,2025-08-05,5,0.00,2959.52
47112,2024-12-08,4,0.00,2250.44
47112,2025-12-08,5,0.00,2250.44
36446,2022-01-13,2,0.00,766.49
36446,2023-01-13,3,0.00,766.49
36446,2024-01-13,4,0.00,766.49
36446,2025-01-13,5,0.00,766.49
36446,2026-01-13,6,0.00,766.49
34170,2022-07-09,2,0.00,1021.98
34170,2023-07-09,3,0.00,1021.98
34170,2024-07-09,4,0.00,1021.98
34170,2025-07-09,5,0.00,1021.98
35877,2023-12-26,3,0.00,819.78
35877,2024-12-26,4,0.00,819.78
35877,2025-12-26,5,0.00,819.78
38052,2024-09-22,4,0.00,767.64
38052,2025-09-22,5,0.00,767.64
36080,2024-06-09,4,0.00,1160.71
36080,2025-06-09,5,0.00,1160.71
36080,2026-06-09,6,0.00,1160.71
46873,2023-01-17,3,0.00,763.84
46873,2024-01-17,4,0.00,763.84
46873,2025-01-17,5,0.00,763.84
46873,2026-01-17,6,0.00,763.84
58625,2025-07-11,5,0.00,2165.74
19239,2022-04-08,2,0.00,582.65
19239,2023-04-08,3,0.00,582.65
19239,2024-04-08,4,0.00,582.65
19239,2025-04-08,5,0.00,582.65
19239,2026-04-08,6,0.00,582.65
21360,2025-04-06,5,0.00,1108.61
21360,2026-04-06,6,0.00,1108.61
31317,2026-04-17,6,5.17,955.12
25288,2022-01-22,2,0.00,1247.18
25288,2023-01-22,3,0.00,1247.18
25288,2024-01-22,4,0.00,1247.18
25288,2025-01-22,5,0.00,1247.18
25288,2026-01-22,6,0.00,1247.18
31793,2025-05-16,5,0.00,531.24
31793,2026-05-16,6,0.00,531.24
2529,2022-11-18,2,0.00,1705.68
2529,2023-11-18,3,0.00,1705.68
2529,2024-11-18,4,0.00,1705.68
2529,2025-11-18,5,0.00,1705.68
4674,2023-03-08,3,0.00,893.72
4674,2024-03-08,4,0.00,893.72
4674,2025-03-08,5,0.00,893.72
4674,2026-03-08,6,5.53,844.30
52118,2024-12-21,4,0.00,654.83
52118,2025-12-21,5,0.00,654.83
34504,2026-06-21,6,14.98,1222.46
5739,2024-03-20,4,0.00,2273.84
5739,2025-03-20,5,0.00,2273.84
5739,2026-03-20,6,0.00,2273.84
33607,2022-10-31,2,0.00,918.12
33607,2023-10-31,3,0.00,918.12
33607,2024-10-31,4,0.00,918.12
33607,2025-10-31,5,0.00,918.12
55876,2022-08-17,2,0.00,744.38
55876,2023-08-17,3,0.00,744.38
55876,2024-08-17,4,0.00,744.38
55876,2025-08-17,5,0.00,744.38
38602,2023-12-04,3,0.00,2334.25
38602,2024-12-04,4,0.00,2334.25
38602,2025-12-04,5,0.00,2334.25
23243,2023-09-19,3,0.00,1089.62
23243,2024-09-19,4,0.00,1089.62
23243,2025-09-19,5,15.00,926.18
26680,2026-05-23,6,0.00,1183.65
2641,2024-01-28,4,0.00,1296.15
2641,2025-01-28,5,0.00,1296.15
2641,2026-01-28,6,0.00,1296.15
52162,2026-04-19,6,0.00,668.30
10642,2024-08-28,4,0.00,663.14
10642,2025-08-28,5,0.00,663.14
15412,2022-06-17,2,0.00,671.37
15412,2023-06-17,3,0.00,671.37
15412,2024-06-17,4,0.00,671.37
15412,2025-06-17,5,0.00,671.37
15412,2026-06-17,6,8.27,615.85
9993,2024-09-07,4,0.00,969.36
9993,2025-09-07,5,0.00,969.36
37925,2023-10-13,3,0.00,785.65
37925,2024-10-13,4,0.00,785.65
37925,2025-10-13,5,0.00,785.65
51168,2022-10-28,2,0.00,784.68
51168,2023-10-28,3,0.00,784.68
51168,2024-10-28,4,0.00,784.68
51168,2025-10-28,5,0.00,784.68
32628,2023-11-30,3,0.00,851.70
32628,2024-11-30,4,0.00,851.70
32628,2025-11-30,5,0.00,851.70
6388,2025-12-13,5,0.00,1394.70
13117,2024-01-24,4,0.00,797.24
13117,2025-01-24,5,0.00,797.24
13117,2026-01-24,6,0.00,797.24
6597,2023-01-30,3,0.00,2135.86
6597,2024-01-30,4,0.00,2135.86
6597,2025-01-30,5,0.00,2135.86
6597,2026-01-30,6,0.00,2135.86
18582,2022-11-18,2,0.00,1602.57
18582,2023-11-18,3,0.00,1602.57
18582,2024-11-18,4,0.00,1602.57
18582,2025-11-18,5,0.00,1602.57
46692,2024-08-21,4,0.00,1723.77
46692,2025-08-21,5,0.00,1723.77
36902,2025-12-01,5,0.00,2440.68
20791,2023-09-23,3,0.00,1047.92
20791,2024-09-23,4,0.00,1047.92
20791,2025-09-23,5,0.00,1047.92
44876,2025-05-25,5,0.00,780.02
44876,2026-05-25,6,0.00,780.02
51564,2022-04-24,2,0.00,1811.66
51564,2023-04-24,3,0.00,1811.66
51564,2024-04-24,4,0.00,1811.66
51564,2025-04-24,5,0.00,1811.66
51564,2026-04-24,6,0.00,1811.66
49051,2022-02-02,2,0.00,947.85
49051,2023-02-02,3,0.00,947.85
49051,2024-02-02,4,0.00,947.85
49051,2025-02-02,5,0.00,947.85
49051,2026-02-02,6,0.00,947.85
22018,2023-10-27,3,0.00,2209.05
22018,2024-10-27,4,0.00,2209.05
22018,2025-10-27,5,0.00,2209.05
49338,2024-03-22,4,0.00,1307.49
49338,2025-03-22,5,0.00,1307.49
49338,2026-03-22,6,0.00,1307.49
56,2022-02-16,2,0.00,1031.83
56,2023-02-16,3,0.00,1031.83
56,2024-02-16,4,0.00,1031.83
56,2025-02-16,5,0.00,1031.83
56,2026-02-16,6,0.00,1031.83
19154,2023-04-03,3,0.00,711.58
19154,2024-04-03,4,0.00,711.58
19154,2025-04-03,5,0.00,711.58
19154,2026-04-03,6,0.00,711.58
26054,2026-05-13,6,0.00,1359.33
10816,2023-04-03,3,0.00,2186.17
10816,2024-04-03,4,0.00,2186.17
10816,2025-04-03,5,0.00,2186.17
10816,2026-04-03,6,0.00,2186.17
41352,2023-05-31,3,0.00,1071.18
41352,2024-05-31,4,0.00,1071.18
41352,2025-05-31,5,0.00,1071.18
41352,2026-05-31,6,0.00,1071.18
55572,2022-08-05,2,0.00,1300.29
55572,2023-08-05,3,0.00,1300.29
55572,2024-08-05,4,15.00,1105.25
55572,2025-08-05,5,15.00,1105.25
33560,2023-01-21,3,0.00,1999.80
33560,2024-01-21,4,0.00,1999.80
33560,2025-01-21,5,0.00,1999.80
33560,2026-01-21,6,0.00,1999.80
23883,2023-04-28,3,0.00,2065.99
23883,2024-04-28,4,0.00,2065.99
23883,2025-04-28,5,0.00,2065.99
23883,2026-04-28,6,0.00,2065.99
20384,2025-03-24,5,0.00,1747.76
20384,2026-03-24,6,0.00,1747.76
48479,2023-07-28,3,0.00,2362.95
48479,2024-07-28,4,0.00,2362.95
48479,2025-07-28,5,0.00,2362.95
39827,2025-01-18,5,0.00,590.36
39827,2026-01-18,6,0.00,590.36
6123,2025-05-03,5,0.00,1993.12
6123,2026-05-03,6,13.81,1717.87
37469,2025-07-21,5,0.00,674.46
3387,2026-03-25,6,0.00,3143.22
45505,2023-08-23,3,0.00,1011.21
45505,2024-08-23,4,0.00,1011.21
45505,2025-08-23,5,0.00,1011.21
41306,2024-11-03,4,0.00,2176.82
41306,2025-11-03,5,0.00,2176.82
12306,2025-10-13,5,0.00,708.69
44081,2024-01-02,4,0.00,2528.80
44081,2025-01-02,5,0.00,2528.80
44081,2026-01-02,6,0.00,2528.80
19531,2022-03-05,2,0.00,840.67
19531,2023-03-05,3,0.00,840.67
19531,2024-03-05,4,0.00,840.67
19531,2025-03-05,5,0.00,840.67
19531,2026-03-05,6,0.00,840.67
20602,2025-10-06,5,0.00,1137.79
51912,2022-10-17,2,0.00,644.13
51912,2023-10-17,3,0.00,644.13
51912,2024-10-17,4,0.00,644.13
51912,2025-10-17,5,0.00,644.13
36271,2024-02-25,4,0.00,1350.51
36271,2025-02-25,5,0.00,1350.51
36271,2026-02-25,6,0.00,1350.51
13781,2025-10-20,5,0.00,1186.20
37709,2025-11-24,5,0.00,1179.66
7407,2025-12-10,5,0.00,1887.51
57901,2024-10-27,4,0.00,1208.49
57901,2025-10-27,5,0.00,1208.49
11146,2024-09-29,4,0.00,1233.79
11146,2025-09-29,5,0.00,1233.79
14872,2023-09-09,3,0.00,2367.57
14872,2024-09-09,4,0.00,2367.57
14872,2025-09-09,5,0.00,2367.57
41798,2025-12-26,5,0.00,824.18
38502,2023-11-20,3,0.00,2311.81
38502,2024-11-20,4,0.00,2311.81
38502,2025-11-20,5,0.00,2311.81
48180,2024-08-04,4,0.00,2280.66
48180,2025-08-04,5,13.42,1974.59
43474,2023-11-02,3,0.00,587.52
43474,2024-11-02,4,0.00,587.52
43474,2025-11-02,5,0.00,587.52
35047,2026-03-30,6,0.00,736.12
24492,2022-04-11,2,0.00,1005.27
24492,2023-04-11,3,0.00,1005.27
24492,2024-04-11,4,0.00,1005.27
24492,2025-04-11,5,0.00,1005.27
24492,2026-04-11,6,3.38,971.29
31282,2025-07-22,5,0.00,823.05
2962,2022-04-27,2,0.00,905.34
2962,2023-04-27,3,15.00,769.54
2962,2024-04-27,4,15.00,769.54
2962,2025-04-27,5,15.00,769.54
2962,2026-04-27,6,15.00,769.54
10342,2025-11-24,5,0.00,2456.38
